metric	stage_order	score	CVB3	IVIG	delta_CVB3_minus_IVIG
q95	4	Kyn_AHR_axis_score_expr	1.3468112072835379	1.4025679847320907	-0.055756777448552786
q95	4	Kyn_AHR_myeloid_score_expr	1.2306929449863189	1.2667564570870655	-0.03606351210074665
q95	4	Kyn_AHR_myeloid_score_z	0.36407113671302793	0.3701401382684707	-0.006069001555442766
q95	4	myeloid_inflammation_score_expr	0.4865405082702636	0.4448054358363151	0.04173507243394853
q95	5	AHR_regulon_proxy_score_expr	0.32344430685043335	0.3352630376815793	-0.01181873083114593
q95	5	AHR_response_score_expr	0.3394118055701256	0.263839903473854	0.07557190209627163
q95	5	KYN_metabolism_score_expr	0.0	0.0	0.0
q95	5	Kyn_AHR_axis_score_expr	1.3497309148732166	1.4096935635833903	-0.05996264871017365
q95	5	Kyn_AHR_myeloid_score_expr	1.2485207190915493	1.2440274408167848	0.004493278274764423
q95	5	Kyn_AHR_myeloid_score_z	0.3571636274456978	0.38589810729026675	-0.02873447984456895
q95	5	myeloid_inflammation_score_expr	0.3889370799064637	0.550007700920105	-0.16107062101364128
q95	6	AHR_regulon_proxy_score_expr	0.47013674080371853	0.4013951390981675	0.06874160170555105
q95	6	AHR_response_score_expr	0.3755437195301055	0.26281638741493235	0.11272733211517316
q95	6	KYN_metabolism_score_expr	0.0	0.0	0.0
q95	6	Kyn_AHR_axis_score_expr	1.286826183565271	1.379831661412665	-0.09300547784739388
q95	6	Kyn_AHR_myeloid_score_expr	1.1603344499687007	1.2846876720431073	-0.12435322207440658
q95	6	Kyn_AHR_myeloid_score_z	0.3800699472427366	0.4074025616049769	-0.02733261436224027
q95	6	myeloid_inflammation_score_expr	1.0348598003387444	0.5927084892988206	0.4421513110399238
q95	7	AHR_regulon_proxy_score_expr	0.43153467476367946	0.41193503439426427	0.019599640369415194
q95	7	AHR_response_score_expr	0.3444617986679077	0.2640278518199922	0.0804339468479155
q95	7	KYN_metabolism_score_expr	0.0	0.0	0.0
q95	7	Kyn_AHR_axis_score_expr	1.326625204679611	1.3677239669560848	-0.0410987622764738
q95	7	Kyn_AHR_myeloid_score_expr	1.240390774071501	1.2718151136740163	-0.03142433960251534
q95	7	Kyn_AHR_myeloid_score_z	0.3824274599552154	0.41503394544124605	-0.03260648548603068
q95	7	myeloid_inflammation_score_expr	0.7589976996183395	0.6724153280258179	0.08658237159252158
q99	1	AHR_regulon_proxy_score_expr	0.5494453066587444	0.4737291446328158	0.07571616202592857
